category,month,price,long_run_mean,seasonality_index
1f5,1,63.79857142857143,68.56287671232877,0.9305118817615096
1f5,2,61.746,68.56287671232877,0.9005748148384943
1f5,3,68.95333333333333,68.56287671232877,1.0056948692897296
1f5,4,67.22833333333334,68.56287671232877,0.9805354815464524
1f5,5,68.69000000000001,68.56287671232877,1.0018541125134615
1f5,6,69.34833333333333,68.56287671232877,1.0114560044541323
1f5,7,68.28166666666667,68.56287671232877,0.995898508651526
1f5,8,66.82166666666667,68.56287671232877,0.9746041862717088
1f5,9,68.54,68.56287671232877,0.9996663396662198
1f5,10,67.61,68.56287671232877,0.9861021480133223
1f5,11,74.61666666666666,68.56287671232877,1.0882954485666922
1f5,12,76.75666666666666,68.56287671232877,1.1195076745206711
3b3,1,77.42857142857143,85.04109589041096,0.9104841678939617
3b3,2,77.428,85.04109589041096,0.9104774484536082
3b3,3,86.21999999999998,85.04109589041096,1.0138627577319586
3b3,4,85.745,85.04109589041096,1.0082772229381445
3b3,5,83.11857142857141,85.04109589041096,0.9773929952135492
3b3,6,85.25166666666667,85.04109589041096,1.0024761060996563
3b3,7,85.64333333333333,85.04109589041096,1.007081722508591
3b3,8,84.12666666666667,85.04109589041096,0.9892472079037801
3b3,9,84.68833333333333,85.04109589041096,0.9958518578178694
3b3,10,85.89666666666666,85.04109589041096,1.0100606743986253
3b3,11,93.505,85.04109589041096,1.0995272229381443
3b3,12,91.76166666666666,85.04109589041096,1.0790273303264604
485,1,21.607142857142858,24.28109589041096,0.889875109206908
485,2,21.252,24.28109589041096,0.8752487983210344
485,3,24.448333333333334,24.28109589041096,1.0068875574511618
485,4,24.543333333333333,24.28109589041096,1.010800066195774
485,5,24.192857142857143,24.28109589041096,0.9963659487219164
485,6,23.918333333333333,24.28109589041096,0.9850598770864832
485,7,24.55333333333333,24.28109589041096,1.0112119092215226
485,8,24.28833333333333,24.28109589041096,1.0002980690391832
485,9,24.42,24.28109589041096,1.0057206688782074
485,10,24.415000000000003,24.28109589041096,1.005514747365333
485,11,26.973333333333333,24.28109589041096,1.1108779214526963
485,12,26.71666666666667,24.28109589041096,1.1003072837918144
4ae,1,42.11857142857143,46.314246575342466,0.9094085414960674
4ae,2,41.29,46.314246575342466,0.8915183351375653
4ae,3,47.36166666666667,46.314246575342466,1.022615505352555
4ae,4,46.03,46.314246575342466,0.9938626535815483
4ae,5,46.19857142857143,46.314246575342466,0.9975023852200021
4ae,6,45.29,46.314246575342466,0.9778848485924033
4ae,7,46.865,46.314246575342466,1.0118916632652457
4ae,8,46.998333333333335,46.314246575342466,1.0147705470470738
4ae,9,45.788333333333334,46.314246575342466,0.9886446767269852
4ae,10,46.46,46.314246575342466,1.0031470537779434
4ae,11,50.620000000000005,46.314246575342466,1.0929682277709751
4ae,12,50.63166666666667,46.314246575342466,1.093220130101885
547,1,17.50857142857143,19.32109589041096,0.906189355297435
547,2,16.572,19.32109589041096,0.8577153228779671
547,3,19.608333333333334,19.32109589041096,1.0148665191949557
547,4,19.21666666666667,19.32109589041096,0.994595067260335
547,5,19.099999999999998,19.32109589041096,0.9885567624287456
547,6,19.685,19.32109589041096,1.0188345480842858
547,7,19.096666666666668,19.32109589041096,0.9883842394335575
547,8,19.316666666666666,19.32109589041096,0.9997707571159827
547,9,19.513333333333335,19.32109589041096,1.0099496138320903
547,10,19.645,19.32109589041096,1.0167642721420265
547,11,21.233333333333334,19.32109589041096,1.0989714793492338
547,12,21.238333333333333,19.32109589041096,1.0992302638420162
560,1,48.81714285714286,54.5868493150685,0.8943022627185605
560,2,49.525999999999996,54.5868493150685,0.9072881219823128
560,3,54.625,54.5868493150685,1.0006988988265526
560,4,54.19333333333333,54.5868493150685,0.9927910112660314
560,5,53.94285714285714,54.5868493150685,0.9882024300670971
560,6,56.10666666666666,54.5868493150685,1.0278421885613138
560,7,54.76499999999999,54.5868493150685,1.0032636191164512
560,8,53.655,54.5868493150685,0.9829290511036829
560,9,53.77333333333333,54.5868493150685,0.9850968503963353
560,10,54.42666666666667,54.5868493150685,0.9970655450825294
560,11,60.595,54.5868493150685,1.1100658997600905
560,12,60.84166666666667,54.5868493150685,1.114584692651817
587,1,50.105714285714285,55.90520547945206,0.8962620538820956
587,2,50.078,55.90520547945206,0.8957663167592892
587,3,55.43,55.90520547945206,0.9914997990727944
587,4,55.52333333333333,55.90520547945206,0.9931692917887748
587,5,55.76,55.90520547945206,0.9974026483185823
587,6,55.839999999999996,55.90520547945206,0.9988336420751369
587,7,55.775,55.90520547945206,0.9976709596479363
587,8,56.193333333333335,55.90520547945206,1.0051538644999198
587,9,55.86833333333333,55.90520547945206,0.9993404523639167
587,10,55.870000000000005,55.90520547945206,0.999370264733845
587,11,61.75333333333333,55.90520547945206,1.1046079305804672
587,12,62.685,55.90520547945206,1.1212730453703432
5fd,1,65.55142857142857,72.60712328767123,0.9028236570083101
5fd,2,64.84200000000001,72.60712328767123,0.8930528722794098
5fd,3,71.68833333333333,72.60712328767123,0.9873457325846994
5fd,4,72.20333333333333,72.60712328767123,0.9944387005564445
5fd,5,72.97857142857143,72.60712328767123,1.0051158636244066
5fd,6,72.87666666666667,72.60712328767123,1.0037123544741953
5fd,7,72.245,72.60712328767123,0.9950125652790776
5fd,8,73.76833333333333,72.60712328767123,1.0159930595385436
5fd,9,72.62833333333333,72.60712328767123,1.0002921207273021
5fd,10,71.98166666666667,72.60712328767123,0.9913857402320364
5fd,11,79.75,72.60712328767123,1.0983770791197514
5fd,12,80.59166666666667,72.60712328767123,1.10996914651694
7a4,1,6.555714285714286,7.187945205479452,0.912042885457278
7a4,2,6.448,7.187945205479452,0.8970574782741272
7a4,3,7.178333333333334,7.187945205479452,0.9986627788788942
